panel,metric,value,value_percent,n,true_fog,true_mist,true_clear,station,low_true,low_pred,true_class,predicted_class,count
station_event_sites,low_vis_precision,0.138461536331361,13.8461536331361,1285.0,,,,ZUTF,14.0,65.0,,,
station_event_sites,low_vis_recall,0.6428570969387788,64.28570969387788,1285.0,,,,ZUTF,14.0,65.0,,,
station_event_sites,accuracy,0.9494163424124512,94.94163424124513,1285.0,,,,ZUTF,14.0,65.0,,,
station_event_sites,low_vis_precision,0.0,0.0,1285.0,,,,ZUTR,3.0,20.0,,,
station_event_sites,low_vis_recall,0.0,0.0,1285.0,,,,ZUTR,3.0,20.0,,,
station_event_sites,accuracy,0.982101167315175,98.2101167315175,1285.0,,,,ZUTR,3.0,20.0,,,
station_event_sites,low_vis_precision,0.1041666644965278,10.41666644965278,1285.0,,,,ZUUU,5.0,48.0,,,
station_event_sites,low_vis_recall,0.99999980000004,99.999980000004,1285.0,,,,ZUUU,5.0,48.0,,,
station_event_sites,accuracy,0.9665369649805448,96.65369649805447,1285.0,,,,ZUUU,5.0,48.0,,,
station_event_sites,low_vis_precision,0.3728813527721919,37.28813527721919,1285.0,,,,ZUWX,67.0,118.0,,,
station_event_sites,low_vis_recall,0.6567164081087103,65.67164081087104,1285.0,,,,ZUWX,67.0,118.0,,,
station_event_sites,accuracy,0.9206225680933852,92.06225680933852,1285.0,,,,ZUWX,67.0,118.0,,,
station_event_sites,low_vis_precision,0.1707317052349792,17.073170523497918,1285.0,,,,ZUYB,18.0,82.0,,,
station_event_sites,low_vis_recall,0.7777777345679036,77.77777345679036,1285.0,,,,ZUYB,18.0,82.0,,,
station_event_sites,accuracy,0.9392996108949416,93.92996108949416,1285.0,,,,ZUYB,18.0,82.0,,,
station_event_sites,low_vis_precision,0.016528925483232,1.6528925483232,1285.0,,,,ZUYI,7.0,121.0,,,
station_event_sites,low_vis_recall,0.285714244897965,28.5714244897965,1285.0,,,,ZUYI,7.0,121.0,,,
station_event_sites,accuracy,0.9019455252918288,90.19455252918289,1285.0,,,,ZUYI,7.0,121.0,,,
station_event_sites,low_vis_precision,0.3181818109504134,31.818181095041343,1285.0,,,,ZUZY,22.0,44.0,,,
station_event_sites,low_vis_recall,0.6363636074380178,63.63636074380178,1285.0,,,,ZUZY,22.0,44.0,,,
station_event_sites,accuracy,0.9618677042801556,96.18677042801555,1285.0,,,,ZUZY,22.0,44.0,,,
station_event_sites,low_vis_precision,0.2173912948960306,21.73912948960306,1285.0,,,,ZWAT,6.0,23.0,,,
station_event_sites,low_vis_recall,0.8333331944444675,83.33331944444676,1285.0,,,,ZWAT,6.0,23.0,,,
station_event_sites,accuracy,0.9844357976653696,98.44357976653696,1285.0,,,,ZWAT,6.0,23.0,,,
station_event_sites,low_vis_precision,0.1717171699826548,17.17171699826548,1285.0,,,,ZWHZ,105.0,99.0,,,
station_event_sites,low_vis_recall,0.1619047603628118,16.19047603628118,1285.0,,,,ZWHZ,105.0,99.0,,,
station_event_sites,accuracy,0.863035019455253,86.3035019455253,1285.0,,,,ZWHZ,105.0,99.0,,,
station_event_sites,low_vis_precision,0.0,0.0,1285.0,,,,ZWKC,1.0,30.0,,,
station_event_sites,low_vis_recall,0.0,0.0,1285.0,,,,ZWKC,1.0,30.0,,,
station_event_sites,accuracy,0.9758754863813228,97.58754863813228,1285.0,,,,ZWKC,1.0,30.0,,,
station_event_sites,low_vis_precision,0.0,0.0,1277.0,,,,ZWKM,7.0,18.0,,,
station_event_sites,low_vis_recall,0.0,0.0,1277.0,,,,ZWKM,7.0,18.0,,,
station_event_sites,accuracy,0.980422866092404,98.0422866092404,1277.0,,,,ZWKM,7.0,18.0,,,
station_event_sites,low_vis_precision,0.0232558136830719,2.32558136830719,1285.0,,,,ZWSC,2.0,86.0,,,
station_event_sites,low_vis_recall,0.99999950000025,99.999950000025,1285.0,,,,ZWSC,2.0,86.0,,,
station_event_sites,accuracy,0.933852140077821,93.3852140077821,1285.0,,,,ZWSC,2.0,86.0,,,
station_event_sites,low_vis_precision,0.2437499984765625,24.37499984765625,1285.0,,,,ZWWW,140.0,160.0,,,
station_event_sites,low_vis_recall,0.2785714265816327,27.85714265816327,1285.0,,,,ZWWW,140.0,160.0,,,
station_event_sites,accuracy,0.8132295719844358,81.32295719844358,1285.0,,,,ZWWW,140.0,160.0,,,
station_event_sites,low_vis_precision,0.0681818166322314,6.81818166322314,1285.0,,,,ZWYN,34.0,44.0,,,
station_event_sites,low_vis_recall,0.0882352915224914,8.82352915224914,1285.0,,,,ZWYN,34.0,44.0,,,
station_event_sites,accuracy,0.9439688715953308,94.39688715953308,1285.0,,,,ZWYN,34.0,44.0,,,
station_event_sites,low_vis_precision,0.5172413614744358,51.72413614744358,1285.0,,,,ZYAS,18.0,29.0,,,
station_event_sites,low_vis_recall,0.8333332870370396,83.33332870370396,1285.0,,,,ZYAS,18.0,29.0,,,
station_event_sites,accuracy,0.9844357976653696,98.44357976653696,1285.0,,,,ZYAS,18.0,29.0,,,
station_event_sites,low_vis_precision,0.0,0.0,1285.0,,,,ZYCC,1.0,0.0,,,
station_event_sites,low_vis_recall,0.0,0.0,1285.0,,,,ZYCC,1.0,0.0,,,
station_event_sites,accuracy,0.9992217898832684,99.92217898832683,1285.0,,,,ZYCC,1.0,0.0,,,
station_event_sites,low_vis_precision,0.0,0.0,1285.0,,,,ZYHB,8.0,0.0,,,
station_event_sites,low_vis_recall,0.0,0.0,1285.0,,,,ZYHB,8.0,0.0,,,
station_event_sites,accuracy,0.993774319066148,99.3774319066148,1285.0,,,,ZYHB,8.0,0.0,,,
station_event_sites,low_vis_precision,0.0833333263888894,8.33333263888894,1285.0,,,,ZYHE,3.0,12.0,,,
station_event_sites,low_vis_recall,0.3333332222222592,33.33332222222592,1285.0,,,,ZYHE,3.0,12.0,,,
station_event_sites,accuracy,0.9898832684824904,98.98832684824905,1285.0,,,,ZYHE,3.0,12.0,,,
station_event_sites,low_vis_precision,0.0,0.0,1285.0,,,,ZYJS,2.0,1.0,,,
station_event_sites,low_vis_recall,0.0,0.0,1285.0,,,,ZYJS,2.0,1.0,,,
station_event_sites,accuracy,0.9976653696498056,99.76653696498056,1285.0,,,,ZYJS,2.0,1.0,,,
station_event_sites,low_vis_precision,0.4210526094182837,42.10526094182837,1285.0,,,,ZYJZ,10.0,19.0,,,
station_event_sites,low_vis_recall,0.7999999200000081,79.9999920000008,1285.0,,,,ZYJZ,10.0,19.0,,,
station_event_sites,accuracy,0.9891050583657588,98.91050583657588,1285.0,,,,ZYJZ,10.0,19.0,,,
station_event_sites,low_vis_precision,0.0,0.0,1285.0,,,,ZYQQ,3.0,5.0,,,
station_event_sites,low_vis_recall,0.0,0.0,1285.0,,,,ZYQQ,3.0,5.0,,,
station_event_sites,accuracy,0.993774319066148,99.3774319066148,1285.0,,,,ZYQQ,3.0,5.0,,,
station_event_sites,low_vis_precision,0.0,0.0,1285.0,,,,ZYTL,7.0,9.0,,,
station_event_sites,low_vis_recall,0.0,0.0,1285.0,,,,ZYTL,7.0,9.0,,,
station_event_sites,accuracy,0.9875486381322958,98.75486381322958,1285.0,,,,ZYTL,7.0,9.0,,,
station_event_sites,low_vis_precision,0.2352941107266438,23.52941107266438,1285.0,,,,ZYTX,15.0,34.0,,,
station_event_sites,low_vis_recall,0.5333332977777802,53.33332977777802,1285.0,,,,ZYTX,15.0,34.0,,,
station_event_sites,accuracy,0.9727626459143968,97.27626459143967,1285.0,,,,ZYTX,15.0,34.0,,,
station_event_sites,low_vis_precision,0.0909090867768596,9.09090867768596,1285.0,,,,ZYYJ,6.0,22.0,,,
station_event_sites,low_vis_recall,0.333333277777787,33.3333277777787,1285.0,,,,ZYYJ,6.0,22.0,,,
station_event_sites,accuracy,0.980544747081712,98.0544747081712,1285.0,,,,ZYYJ,6.0,22.0,,,
station_event_sites,low_vis_precision,0.1470588192041524,14.705881920415239,1285.0,,,,ZYYK,5.0,34.0,,,
station_event_sites,low_vis_recall,0.99999980000004,99.999980000004,1285.0,,,,ZYYK,5.0,34.0,,,
station_event_sites,accuracy,0.9750972762645914,97.50972762645914,1285.0,,,,ZYYK,5.0,34.0,,,
confusion_matrix_counts,,,,,,,,,,,true_fog,pred_fog,347.0
confusion_matrix_counts,,,,,,,,,,,true_fog,pred_mist,67.0
confusion_matrix_counts,,,,,,,,,,,true_fog,pred_clear,304.0
confusion_matrix_counts,,,,,,,,,,,true_mist,pred_fog,146.0
confusion_matrix_counts,,,,,,,,,,,true_mist,pred_mist,105.0
confusion_matrix_counts,,,,,,,,,,,true_mist,pred_clear,373.0
confusion_matrix_counts,,,,,,,,,,,true_clear,pred_fog,1766.0
confusion_matrix_counts,,,,,,,,,,,true_clear,pred_mist,1204.0
confusion_matrix_counts,,,,,,,,,,,true_clear,pred_clear,217059.0
